S.No,state_code,latitude,longitude,zip_code,city,name,labels,founded_at,closed_at,period,first_funding_at,last_funding_at,Funding period,age_first_funding_year,age_last_funding_year,age_first_milestone_year,age_last_milestone_year,relationships,funding_rounds,funding_total_usd,milestones,is_CA,is_NY,is_MA,is_TX,category_code,is_software,is_web,is_mobile,is_enterprise,is_advertising,is_gamesvideo,is_ecommerce,is_biotech,is_consulting,is_othercategory,has_VC,has_angel,has_roundA,has_roundB,has_roundC,has_roundD,total_rounds,avg_participants,is_top500,status
224,CA,37.787249,-122.3990501,94105,San Francisco,Pipewise,0,09-01-2010,10-01-2012,761,2/17/2011,2/17/2011,0,0,0,1,2,16,1,3500000,2,1,0,0,0,enterprise,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,5,1,closed
225,WA,47.602873,-122.336132,98104,Seattle,GridNetworks,0,01-01-2004,8/17/2012,3151,01-01-2006,5/20/2008,870,2,4,2,4,7,4,30000000,2,0,0,0,0,network_hosting,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,2,2,1,closed
226,CA,39.78373,-100.445882,94043-1107,Mountain View,MAP Pharmaceuticals,1,01-01-2003,12/31/2013,4017,3/28/2007,3/28/2007,0,4.2384,4.2384,0,0,1,1,50000000,0,1,0,0,0,biotech,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,6,1,acquired
227,NY,40.745003,-73.983229,10016,New York,"ORCA, Inc.",1,01-01-2008,12/31/2013,2191,6/21/2009,6/21/2009,0,1.4712,1.4712,1.0027,1.4712,5,1,2000000,2,0,1,0,0,ecommerce,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,3,1,acquired
228,CA,37.52845,-122.263721,94065,Redwood City,Amobee,1,05-01-2005,12/31/2013,3166,11-01-2006,03-01-2011,1581,1.5041,5.8356,6.1699,8.3534,25,6,72000000,2,1,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,4,2.3333,1,acquired
229,CA,34.045919,-118.16525,91754,Monterey Park,KOTURA,1,01-01-2004,12/31/2013,3652,09-07-2005,11-05-2009,1520,1.6849,5.8493,8.4219,8.4219,4,3,27690547,1,1,0,0,0,cleantech,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,3,4.5,1,acquired
230,TX,33.068275,-96.711101,75023,Plano,Auvitek International,0,03-01-2004,2/20/2011,2547,05-09-2006,05-09-2006,0,2,2,0,0,32,1,9000000,0,0,0,0,1,semiconductor,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,4,1,closed
231,CA,37.287285,-121.942932,94041,Mountain View,Outright,1,06-01-2008,12/31/2013,2039,11-01-2008,11/18/2009,382,0.4192,1.4658,3.1315,4.137,12,2,7500000,3,1,0,0,0,enterprise,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,3.5,1,acquired
232,TX,30.271393,-97.748623,78701,Austin,Phurnace Software,1,01-01-2007,12/31/2013,2556,09-11-2007,07-01-2008,294,0.6932,1.4986,3.4164,3.4164,9,2,10000000,1,0,0,0,1,software,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,acquired
233,CA,34.142973,-118.140553,91105,Pasadena,FastSoft,1,01-01-2006,12/31/2013,2921,06-11-2007,09-04-2012,1912,1.4411,6.6795,2,2,7,4,5965000,1,1,0,0,0,software,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,acquired
234,CA,37.465645,-121.932202,94538,Fremont,GrandCentral,1,04-01-2006,12/31/2013,2831,01-01-2006,01-01-2006,0,-0.2466,-0.2466,-0.4082,7.4548,9,1,4000000,4,1,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,acquired
235,MI,42.548008,-83.214753,48025,Bingham Farms,Speedshape,0,01-01-2003,08-01-2013,3865,2/20/2008,2/20/2008,0,5,5,7,7,2,1,5000000,1,0,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,closed
236,CA,37.32052,-121.948399,95128,San Jose,BlueLithium,1,01-01-2004,12/31/2013,3652,02-01-2005,02-01-2005,0,1.0877,1.0877,5.0959,7.3863,15,1,11500000,2,1,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2,1,acquired
237,IL,41.875555,-87.624421,60657,Chicago,Media Chaperone,0,01-01-2009,06-01-2013,1612,1/14/2010,2/24/2011,406,1,2,2,2,2,2,1050000,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,closed
238,NY,40.7566658,-73.9827553,10036,New York,Giant Realm,1,01-01-2007,12/31/2013,2556,03-01-2008,05-08-2008,68,1.1644,1.3507,1.3507,3.3315,13,2,5500000,2,0,1,0,0,web,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,acquired
239,PA,39.951311,-75.169522,10011,Philadelphia,Invite Media,1,02-01-2007,12/31/2013,2525,12-01-2007,12-01-2009,731,0.8301,2.8329,1.0877,3.337,17,3,5000000,4,0,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1.6667,1,acquired
240,CA,37.406914,-122.09037,94043,Mountain View,UpMo,0,01-01-2011,07-01-2013,912,12/13/2009,8/17/2011,612,-1,1,-1,2,11,2,3700000,3,1,0,0,0,enterprise,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,closed
241,CA,36.9397206,-121.7768449,95019-2901,Freedom,Appscio,0,01-01-2006,01-01-2011,1826,3/20/2007,01-03-2009,655,1,3,0,0,4,2,7000000,0,1,0,0,0,software,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,closed
242,MA,42.375219,-71.056101,2129,Boston,Eons,0,01-01-2005,5/17/2012,2693,04-01-2006,03-01-2007,334,1,2,2,4,14,2,32000000,4,0,0,1,0,network_hosting,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,3.5,1,closed
243,MA,42.358822,-71.104329,2142,Cambridge,LocaModa,1,01-01-2007,12/31/2013,2556,9/18/2007,3/25/2011,1284,0.7123,4.2301,2.6685,3.0575,8,3,7900000,2,0,0,1,0,advertising,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2,0,acquired
244,CA,37.392443,-122.072517,94110,San Francisco,Meraki,1,04-01-2006,12/31/2013,2831,12-01-2006,07-10-2012,2048,0.6685,6.2795,2.7945,7.4493,16,5,80000000,3,1,0,0,0,network_hosting,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,4,2.25,1,acquired
245,TX,30.280148,-97.749908,78701,Austin,MPOWER Mobile,0,01-01-2005,06-08-2012,2715,10/28/2009,10/28/2009,0,5,5,0,0,1,1,5000000,1,0,0,0,1,mobile,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,closed
246,WA,47.638456,-122.356965,98109,Seattle,Haute Secure,1,01-01-2006,12/31/2013,2921,01-01-2007,03-09-2009,798,1,3.1863,2.4301,7.6247,5,2,2100000,3,0,0,0,0,security,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1.5,1,acquired
247,MD,39.116333,-77.181307,20814,Bethesda,Intelliworks,1,12-01-2004,12/31/2013,3317,2/14/2005,4/24/2009,1530,0.2055,4.3973,3.4164,3.4164,6,4,22250000,1,0,0,0,0,enterprise,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,4,2.5,1,acquired
248,OR,45.520247,-122.674195,97209,Portland,Meridian,1,03-01-2011,12/31/2013,1036,9/14/2011,8/30/2012,351,0.5397,1.5014,-14.1699,2.2082,6,2,1975000,2,0,0,0,0,enterprise,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0,acquired
249,NY,40.723652,-73.985281,10016,New York,Kluster,1,01-01-2008,12/31/2013,2191,01-01-2008,01-01-2008,0,0,0,3.5918,4.326,0,1,1000000,2,0,1,0,0,web,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,acquired
250,PA,40.602206,-75.471279,18106,Allentown,International Battery,0,01-01-2008,03-01-2013,1886,05-06-2010,05-06-2010,0,2,2,0,0,0,1,35000000,0,0,0,0,0,cleantech,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,closed
251,NY,37.480999,-122.173887,10016,New York,Jingle Networks,1,09-01-2005,12/31/2013,3043,10-01-2005,12/28/2009,1549,0.0822,4.326,3.663,5.611,12,7,88651133,5,0,1,0,0,mobile,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,4,3.1667,1,acquired
252,MA,42.5656454,-71.3222696,01862-2000,North Billerica,SemEquip,1,01-01-2000,12/31/2013,5113,08-04-2005,08-04-2005,0,5.5945,5.5945,0,0,3,1,26000000,0,0,0,1,0,semiconductor,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,acquired
253,CA,34.054935,-118.244476,90017,Los Angeles,ItsGoinOn,0,05-01-2010,11-01-2011,549,01-01-2011,01-01-2011,0,1,1,0,1,3,1,100000,2,1,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,closed
254,CO,39.750152,-104.996438,80202,Denver,mSnap,1,06-01-2005,12/31/2013,3135,06-01-2006,06-01-2006,0,1,1,3.811,4.9178,6,1,5000000,3,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,acquired
255,GA,34.062588,-84.16923,30097,Duluth,Biofisica,0,01-01-2000,4/26/2012,4499,10/31/2006,4/21/2008,538,7,8,0,0,5,2,7300000,0,0,0,0,0,biotech,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,3,1,closed
256,CA,37.406914,-122.09037,94043,Mountain View,Ardian,1,01-01-2003,12/31/2013,4017,01-01-2005,3/23/2009,1542,2.0027,6.2274,4.0027,10.7616,8,3,64080000,2,1,0,0,0,biotech,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,3,4,1,acquired
257,RI,51.43247,-2.664213,2903,Providence,Tracelytics,1,07-01-2010,12/31/2013,1279,11-03-2011,3/22/2012,140,1.3425,1.726,-0.0822,1.7205,8,2,5800000,2,0,0,0,0,enterprise,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,4,1,acquired
258,CA,37.791388,-122.392148,94105,San Francisco,Canopy Financial,0,01-01-2004,8/27/2009,2065,01-01-2008,10-01-2009,639,4,6,6,6,6,4,89500000,2,1,0,0,0,finance,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,2,1,1,closed
259,CA,37.788482,-122.409173,94102,San Francisco,Kyte,1,12-01-2006,12/31/2013,2587,07-01-2007,03-01-2012,1705,0.5808,5.2521,3.0877,4.1699,11,4,23350000,2,1,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,2,3,1,acquired
260,MA,42.393662,-71.255855,2451,Waltham,Ounce Labs,1,10-01-2002,12/31/2013,4109,06-08-2006,9/16/2008,831,3.6877,5.9644,0,0,7,2,13500000,0,0,0,1,0,software,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2.5,1,acquired
261,MA,42.496515,-71.480233,1719,Boxborough,Crossbeam Systems,1,01-01-2000,12/31/2013,5113,05-08-2007,2/14/2008,282,7.3534,8.126,11.0329,11.0575,13,2,24500000,2,0,0,1,0,security,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.5,1,acquired
262,CA,37.534538,-122.252466,94065,Redwood City,PacketHop,0,01-01-2002,01-04-2013,4021,08-08-2005,08-08-2005,0,4,4,3,3,2,1,10000000,1,1,0,0,0,public_relations,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,4,1,closed
263,UT,40.767013,-111.890431,84124,Salt Lake City,Inaura,0,01-01-2007,7/19/2012,2026,01-06-2005,01-06-2005,0,-2,-2,0,0,3,1,8500000,0,0,0,0,0,other,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,closed
264,TX,30.161661,-95.471256,77380,The Woodlands,DynaPump,0,01-01-1992,11-12-2011,7255,5/29/2008,5/29/2008,0,16,16,0,0,0,1,6000000,0,0,0,0,1,cleantech,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,3,0,closed
265,CA,37.424298,-122.139809,94306,Palo Alto,Immunet Corporation,1,07-01-2008,12/31/2013,2009,11-01-2009,11-01-2009,0,1.337,1.337,1.3479,1.3479,3,1,2000000,1,1,0,0,0,software,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,acquired
266,TX,30.280148,-97.749908,78701,Austin,CopperEgg Corporation,1,06-01-2010,12/31/2013,1309,07-12-2011,05-08-2012,301,1.1123,1.937,0,1.1123,3,2,4100000,2,0,0,0,1,enterprise,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1.5,1,acquired
267,CA,37.40047,-122.072981,94041,Mountain View,Wink,1,8/19/2004,12/31/2013,3421,01-01-2005,01-01-2005,0,0.3699,0.3699,1.9507,8.3178,5,1,6200000,4,1,0,0,0,search,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2,1,acquired
268,CA,37.767575,-122.411157,94103,San Francisco,PopularMedia,1,01-01-2003,12/31/2013,4017,02-01-2007,7/28/2008,543,4.0877,5.5753,4.0027,4.0027,8,2,12250000,1,1,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,2,2.5,1,acquired
269,CA,37.779281,-122.419236,94105,San Francisco,Miyowa,1,4/14/2003,12/31/2013,3914,09-04-2006,05-08-2008,612,3.3945,5.0712,5.7233,8.7342,3,2,11725600,2,1,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,1,acquired
270,MA,42.504817,-71.195611,1803,Burlington,Intrusic,0,01-01-2001,2/19/2007,2240,4/25/2005,10/30/2006,553,4,6,0,0,1,2,16000000,0,0,0,1,0,software,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,3,1,closed
271,WA,47.603832,-122.330062,98103,Seattle,Dashwire,1,08-11-2006,12/31/2013,2699,1/31/2009,12/28/2010,696,2.4767,4.3836,3.3945,4.9863,10,3,5056559,2,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1.6667,1,acquired
272,CA,37.780883,-122.395257,94107,San Francisco,Reddit,1,01-01-2005,12/31/2013,3286,06-01-2005,06-01-2005,0,0.4137,0.4137,6.8329,8.874,9,1,100000,3,1,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,acquired
273,CA,37.779281,-122.419236,94108,San Francisco,Pure Digital Technologies,1,09-01-2001,12/31/2013,4504,01-01-2004,8/18/2008,1691,2.3342,6.9671,4.0027,8.3014,11,3,68200000,3,1,0,0,0,hardware,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,4,1,acquired
274,CA,37.789429,-122.276524,94501,Alameda,Voxify,1,01-01-2001,12/31/2013,4747,02-01-2005,4/21/2010,1905,4.0877,9.3068,6.0027,6.0027,5,3,33000000,1,1,0,0,0,enterprise,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,2,3.6667,1,acquired
275,NC,35.986906,-78.896718,27701,Durham,EvoApp,0,01-01-2009,01-01-2013,1461,10/15/2010,4/20/2012,553,2,3,2,2,8,3,3352194,2,0,0,0,0,analytics,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,9.5,0,closed
276,NY,40.750519,-73.993494,10001,New York,Visual Revenue,1,03-01-2010,12/31/2013,1401,7/28/2011,1/26/2012,182,1.4082,1.9068,-0.1616,1.8384,5,2,2212000,2,0,1,0,0,analytics,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,3,1,acquired
277,CA,37.484347,-122.225803,94063,Redwood City,Calibra Medical,1,01-01-2004,12/31/2013,3652,11/24/2009,4/15/2011,507,5.9014,7.2904,0,0,1,4,19800000,0,1,0,0,0,biotech,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,5,1,acquired
278,CA,37.566009,-122.321646,94401,San Mateo,Offermatic,0,02-01-2010,06-01-2013,1216,12-01-2010,03-09-2011,98,1,1,1,1,6,2,4500000,2,1,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,3,1,closed
279,MA,42.2960173,-71.2128734,2494,Needham,HiWired,1,01-01-2004,12/31/2013,3652,01-01-2008,01-02-2008,1,4.0027,4.0055,4.0027,4.0027,2,2,14000000,1,0,0,1,0,software,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1.5,1,acquired
280,FL,26.106273,-80.41894,33327,Weston,DateMyFamily.com,0,11-11-2011,01-01-2013,417,12-01-2011,12-01-2011,0,0,0,0,0,4,1,100000,2,0,0,0,0,social,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,closed
281,CA,37.4027811,-122.1441615,94304,Palo Alto,Hyperic,1,01-01-2004,12/31/2013,3652,05-10-2006,06-05-2007,391,2.3562,3.4274,3.0027,5.3425,4,2,9900000,2,1,0,0,0,software,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,1,acquired
282,CA,37.779281,-122.419236,94104,San Francisco,Optimal,1,01-01-2008,12/31/2013,2191,01-01-2008,1/22/2013,1848,0,5.063,5.0055,5.7945,10,3,7600000,2,1,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2,5,1,acquired
283,CA,34.430786,-119.715074,93101,Santa Barbara,SendMeHome.com,0,07-01-2008,06-04-2012,1434,07-01-2008,07-01-2008,0,0,0,1,1,2,1,50000,1,1,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,closed
284,CA,37.448944,-122.161415,94301,Palo Alto,Q-magic,0,02-01-2007,11/29/2011,1762,01-01-2007,01-01-2007,0,0,0,0,0,3,1,650000,0,1,0,0,0,public_relations,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,closed
285,CA,34.005914,-118.488129,90034,Los Angeles,Geodelic Systems,0,01-01-2008,01-01-2011,1096,12-01-2008,9/23/2010,661,1,3,2,3,8,3,10500000,3,1,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,2,2,1,closed
286,CA,34.019657,-118.487549,90401,Santa Monica,BlockBeacon,1,01-01-2012,12/31/2013,730,6/21/2012,6/21/2012,0,0.4712,0.4712,0,0.9178,12,1,500000,2,1,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,acquired
287,CA,37.390501,-122.081151,94041,Mountain View,PostPath,1,01-01-2003,12/31/2013,4017,12-07-2004,1/16/2007,770,1.9342,4.0438,2.0027,10.189,2,2,24300000,3,1,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2.5,1,acquired
288,CA,37.386778,-121.966277,95054,Santa Clara,Attune Systems,0,01-01-1999,02-12-2009,3695,6/27/2006,11/14/2006,140,7,8,7,7,6,2,18000000,1,1,0,0,0,hardware,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,4,1,closed
289,CA,37.779507,-122.39071,94107,San Francisco,TokBox,1,05-01-2007,12/31/2013,2436,12/26/2007,11/15/2010,1055,0.6548,3.5452,3.8438,6.5589,27,3,26000000,5,1,0,0,0,messaging,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,3,3.6667,1,acquired
290,CA,37.391642,-122.093935,94040,Mountain View,Avega Systems,0,01-01-2005,01-01-2012,2556,04-01-2007,1/13/2010,1018,2,5,0,0,2,2,9500000,0,1,0,0,0,hardware,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,3,1,closed
291,MD,39.2328783,-76.8204666,Maryland 21045,Columbia,Heartscape,1,01-01-2000,10/15/2009,3575,4/24/2007,4/24/2007,0,7,7,5,5,6,1,16980999,1,0,0,0,0,biotech,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,acquired
292,CA,37.419819,-122.090188,94043,Mountain View,PeerMe,0,01-01-2004,02-03-2009,1860,01-01-2005,01-01-2005,0,1,1,1,4,2,1,5000000,2,1,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,3,0,closed
293,WA,47.657943,-117.421226,99202,SPOKANE,Pacinian,0,04-01-2007,01-01-2012,1736,12-01-2008,12-01-2008,0,2,2,0,0,3,1,350000,0,0,0,0,0,hardware,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,closed
294,MA,42.485691,-71.19862,1803,Burlington,neoSaej,0,01-01-2006,06-01-2013,2708,3/29/2007,12/21/2010,1363,1,5,1,1,1,5,13130000,1,0,0,1,0,web,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2,1,closed
295,WA,39.78373,-100.445882,98104,Seattle,Kiha Software,0,01-01-2008,08-01-2011,1308,10/28/2010,10/28/2010,0,3,3,0,3,1,1,20000000,2,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,closed
296,MA,42.372912,-71.118999,2138,Cambridge,Vlingo,1,06-01-2006,12/31/2013,2770,12-01-2006,9/16/2009,1020,0.5014,3.2959,2.0685,6.9973,18,3,26500000,4,0,0,1,0,mobile,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,2,2,1,acquired
297,MA,42.432106,-71.453968,1754,Maynard,Tizor Systems,1,01-01-2002,12/31/2013,4382,09-12-2005,02-07-2006,148,3.6986,4.1041,0,0,4,2,15000000,0,0,0,1,0,enterprise,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,5,1,acquired
298,MD,39.414219,-77.410927,21703,Frederick,Cerona Networks,0,01-01-2002,1/18/2012,3669,4/21/2006,4/21/2006,0,4,4,0,0,0,1,2600000,0,0,0,0,0,public_relations,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,closed
299,CA,37.54827,-121.988572,94538,Fremont,Oorja Protonics,0,01-01-2004,10/16/2012,3211,5/25/2006,01-11-2010,1327,2,6,0,0,1,4,21470000,0,1,0,0,0,cleantech,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,3.5,1,closed
300,TX,30.280148,-97.749908,78701,Austin,Hurricane Party,0,05-01-2010,07-01-2012,792,05-01-2010,05-01-2010,0,0,0,0,1,5,1,20000,2,0,0,0,1,mobile,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,closed
301,CA,37.384239,-122.012475,94085,Sunnyvale,Minekey,0,01-01-2005,8/18/2012,2786,12-01-2006,08-01-2007,243,2,3,2,7,10,2,3600000,3,1,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,closed
302,NY,40.728425,-73.999882,10012,New York,Blip,1,05-01-2005,12/31/2013,3166,03-01-2006,7/30/2012,2343,0.8329,7.2521,8.0055,8.4,23,7,27300000,4,0,1,0,0,games_video,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,4,2,1,acquired
303,CA,37.779281,-122.419236,94105,San Francisco,Fabkids,1,01-01-2012,12/31/2013,730,08-02-2012,08-02-2012,0,0.5863,0.5863,1.0493,1.0493,8,1,2600000,1,1,0,0,0,ecommerce,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2,0,acquired
304,CA,37.424298,-122.139809,94306,Palo Alto,CafeBots,0,01-01-2010,10-01-2010,273,10/21/2010,10/21/2010,0,1,1,0,1,5,1,5000000,2,1,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,closed
305,CA,32.897274,-117.201076,92121,San Diego,Avaak,1,01-01-2004,12/31/2013,3652,10-03-2008,3/22/2010,535,4.7589,6.2247,3.6685,6.2247,2,2,17000000,2,1,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2,3.5,1,acquired
306,ME,43.643967,-70.923675,4095,West Newfield,Newfield Design,0,01-01-2008,06-01-2013,1978,5/14/2012,5/14/2012,0,4,4,0,0,0,1,662000,0,0,0,0,0,manufacturing,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,3,0,closed
307,NY,40.73901,-73.997259,10011,New York,Savored,1,01-01-2010,12/31/2013,1460,01-01-2010,01-10-2011,374,0,1.0247,2.0055,2.7315,12,2,3750000,2,0,1,0,0,hospitality,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,4,1,acquired
308,CA,37.764726,-122.394523,94107,San Francisco,Digg,1,10-11-2004,12/31/2013,3368,10-01-2005,07-12-2011,2110,0.9726,6.7534,5.2466,9.1534,57,4,45000000,8,1,0,0,0,news,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,4,4.6667,1,acquired
309,NY,40.7473113,-73.9549182,11101,Long Island City,Songza,1,11-01-2007,12/31/2013,2252,9/19/2011,09-10-2013,722,3.8849,5.863,2.8356,6.1123,9,2,6700000,4,0,1,0,0,music,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,8,1,acquired
310,CA,37.536402,-122.325129,94065,Redwood City,Bigfoot Networks,1,01-01-2006,12/31/2013,2921,03-06-2006,11/17/2009,1352,0.1753,3.8795,2,4.474,12,3,20750000,2,1,0,0,0,hardware,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,2,2.3333,1,acquired
311,CA,37.786942,-122.401245,94105,San Francisco,Kongregate,1,01-01-2006,12/31/2013,2921,03-01-2007,07-02-2013,2315,1.1616,7.5041,0,0,5,4,19000000,0,1,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,3,2,1,acquired
312,CA,37.778613,-122.395289,94107,San Francisco,Powerset,1,10-01-2006,12/31/2013,2648,05-01-2006,06-01-2007,396,-0.4192,0.6658,0,0,20,3,22500000,0,1,0,0,0,search,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,4,1,acquired
313,CA,37.792394,-122.402349,94104,San Francisco,Kiptronic,1,05-01-2005,12/31/2013,3166,11-01-2005,06-05-2008,947,0.5041,3.0986,2.2384,3.7562,10,3,7300000,3,1,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,2,2,1,acquired
314,WA,39.78373,-100.445882,98104,Seattle,Cozi Group,0,03-03-2005,1/31/2013,2891,12-01-2005,12/27/2012,2583,1,8,4,6,16,7,26390819,3,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2,1.3333,1,closed
315,WA,47.582658,-122.135282,98007,Bellevue,Likewise Software,1,11-01-2004,12/31/2013,3347,4/30/2009,4/30/2009,0,4.4959,4.4959,0,0,4,1,10000000,0,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,acquired
316,NY,40.73901,-73.997259,10011,NY,Lifestander,0,09-01-2010,06-01-2013,1004,10-02-2010,10-02-2010,0,0,0,0,0,1,1,31000,1,0,1,0,0,web,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,closed
317,CA,37.451026,-122.18676,94025,Menlo Park,Jaxtr,1,10-01-2005,12/31/2013,3013,07-01-2007,6/23/2008,358,1.7479,2.7288,1.7479,6.1452,16,3,21500000,4,1,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2,3.3333,1,acquired
318,CO,39.540323,-104.857271,80112,Englewood,MX Logic,1,01-01-2002,12/31/2013,4382,11-07-2006,11-07-2006,0,4.8521,4.8521,6.5863,6.5863,5,1,4000000,1,0,0,0,0,security,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,1,acquired
